,ORDER.ID,FAMILY.ID,GENUS.ID,SPECIES.ID,ORDER.DESC,FAMILY,GENUS,SPECIES,ECOREGION.CODE,RECTIFIED
1937,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT0105,
1938,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT1004,
1939,4,33,2542,15161,Artiodactyla,Cervidae,Mazama,rufina,NT0121,
1940,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT1006,
1941,4,33,2542,15157,Artiodactyla,Cervidae,Mazama,bricenii,NT1005,
1942,4,33,1967,15154,Artiodactyla,Cervidae,Hippocamelus,antisensis,NT0145,
1943,4,33,1967,15154,Artiodactyla,Cervidae,Hippocamelus,antisensis,NT1001,
1944,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT0223,
1945,4,33,1967,15154,Artiodactyla,Cervidae,Hippocamelus,antisensis,NT0105,
1946,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT0232,
1947,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT0121,
1948,4,33,3034,15163,Artiodactyla,Cervidae,Odocoileus,virginianus,NT0159,
1949,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0105,
1950,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0136,
1951,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0145,
1952,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0207,
1953,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0207,
1954,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0221,
1955,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT1005,
1956,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0225,
1957,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0165,
1958,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0225,
1959,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0105,
1960,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0118,
1961,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0175,
1962,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0136,
1963,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0221,
1964,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0159,
1965,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0109,
1966,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0109,
1967,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT1006,
1968,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0121,
1969,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0214,
1970,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT0145,
1971,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0121,
1972,4,38,3271,15103,Artiodactyla,Tayassuidae,Pecari,tajacu,NT1007,
1973,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0165,
1974,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0159,
1975,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0118,
1976,4,38,4367,15104,Artiodactyla,Tayassuidae,Tayassu,pecari,NT0175,
2124,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0118,
2125,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0109,
2126,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT1005,
2127,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0159,
2128,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0223,
2129,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0118,
2130,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0145,
2131,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0136,
2132,6,46,4835,14721,Carnivora,Canidae,Lycalopex,griseus,NT0165,
2133,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0207,
2134,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0207,
2135,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT1006,
2136,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0145,
2137,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0221,
2138,6,46,376,14705,Carnivora,Canidae,Atelocynus,microtis,NT0121,
2139,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT1006,
2140,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0159,
2141,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0105,
2142,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0118,
2143,6,46,4835,14722,Carnivora,Canidae,Lycalopex,gymnocercus,NT0105,
2144,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT1001,
2145,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0105,
2146,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0221,
2147,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT1007,
2148,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0109,
2149,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0145,
2150,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0175,
2151,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0145,
2152,6,46,376,14705,Carnivora,Canidae,Atelocynus,microtis,NT0105,
2153,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0175,
2154,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0175,
2155,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0121,
2156,6,46,4609,14726,Carnivora,Canidae,Urocyon,cinereoargenteus,NT0109,
2157,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0153,
2158,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0232,
2159,6,46,376,14705,Carnivora,Canidae,Atelocynus,microtis,NT0153,
2160,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT0165,
2161,6,46,4835,14722,Carnivora,Canidae,Lycalopex,gymnocercus,NT0165,
2162,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0159,
2163,6,46,770,14713,Carnivora,Canidae,Cerdocyon,thous,NT0136,
2164,6,46,4835,14723,Carnivora,Canidae,Lycalopex,sechurae,NT0232,
2165,6,46,4177,14725,Carnivora,Canidae,Speothos,venaticus,NT0136,
2166,6,46,4835,14720,Carnivora,Canidae,Lycalopex,culpaeus,NT1004,
2167,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0105,
2168,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0175,
2169,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0109,
2170,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0121,
2171,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0136,
2172,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0109,
2173,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0145,
2174,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0105,
2175,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0109,
2176,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0136,
2177,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0225,
2178,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT1006,
2179,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0165,
2180,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0207,
2181,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0136,
2182,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT1001,
2183,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0207,
2184,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0165,
2185,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0223,
2186,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0175,
2187,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT1001,
2188,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT0165,
2189,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0207,
2190,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0145,
2191,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0118,
2192,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0214,
2193,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0109,
2194,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0225,
2195,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0165,
2196,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT1005,
2197,6,47,2273,14759,Carnivora,Felidae,Leopardus,jacobita,NT0105,
2198,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0121,
2199,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0145,
2200,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0221,
2201,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT1004,
2202,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0232,
2203,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT0153,
2204,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0105,
2205,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0136,
2206,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0118,
2207,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0105,
2208,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0225,
2209,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0159,
2210,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0145,
2211,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0121,
2212,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0109,
2213,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0232,
2214,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0225,
2215,6,47,2273,14757,Carnivora,Felidae,Leopardus,geoffroyi,NT0165,
2216,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0136,
2217,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0159,
2218,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0153,
2219,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0145,
2220,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT1006,
2221,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT0105,
2222,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT0121,
2223,6,47,2273,14759,Carnivora,Felidae,Leopardus,jacobita,NT0153,
2224,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0214,
2225,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0159,
2226,6,47,2273,14757,Carnivora,Felidae,Leopardus,geoffroyi,NT1001,
2227,6,47,2273,14756,Carnivora,Felidae,Leopardus,colocolo,NT1001,
2228,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0165,
2229,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0165,
2230,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0207,
2231,6,47,2273,14759,Carnivora,Felidae,Leopardus,jacobita,NT0165,
2232,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0118,
2233,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0121,
2234,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0121,
2235,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0118,
2236,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0118,
2237,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0175,
2238,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0105,
2239,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0159,
2240,6,47,2273,14757,Carnivora,Felidae,Leopardus,geoffroyi,NT0105,
2241,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0221,
2242,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0214,
2243,6,47,2273,14759,Carnivora,Felidae,Leopardus,jacobita,NT1001,
2244,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0232,
2245,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0214,
2246,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0153,
2247,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0223,
2248,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0221,
2249,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0165,
2250,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0153,
2251,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0109,
2252,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0214,
2253,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0118,
2254,6,47,2273,14750,Carnivora,Felidae,Leopardus,wiedii,NT0221,
2255,6,47,2273,14748,Carnivora,Felidae,Leopardus,pardalis,NT0153,
2256,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0105,
2257,6,47,2273,95585,Carnivora,Felidae,Leopardus,pajeros,NT0145,
2258,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0153,
2259,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0175,
2260,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0207,
2261,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0225,
2262,6,47,2273,14749,Carnivora,Felidae,Leopardus,tigrinus,NT0145,
2263,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0159,
2264,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT1007,
2265,6,47,3803,14766,Carnivora,Felidae,Puma,concolor,NT0175,
2266,6,47,3201,14769,Carnivora,Felidae,Panthera,onca,NT0225,
2267,6,47,3803,14747,Carnivora,Felidae,Puma,yaguarondi,NT0175,
2268,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0223,
2269,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0109,
2270,6,50,2782,14865,Carnivora,Mustelidae,Mustela,felipei,NT1006,
2271,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0214,
2272,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0159,
2273,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0145,
2274,6,50,1672,14847,Carnivora,Mustelidae,Galictis,cuja,NT0165,
2275,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0105,
2276,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0118,
2277,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0145,
2278,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0109,
2279,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0159,
2280,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0232,
2281,6,50,3772,14827,Carnivora,Mustelidae,Pteronura,brasiliensis,NT0105,
2282,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT1006,
2283,6,50,2782,14865,Carnivora,Mustelidae,Mustela,felipei,NT0109,
2284,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0145,
2285,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0136,
2286,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0165,
2287,6,50,3772,14827,Carnivora,Mustelidae,Pteronura,brasiliensis,NT0121,
2288,6,50,1672,14848,Carnivora,Mustelidae,Galictis,vittata,NT0121,
2289,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0118,
2290,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0121,
2291,6,50,3772,14827,Carnivora,Mustelidae,Pteronura,brasiliensis,NT0153,
2292,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0105,
2293,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0221,
2294,6,50,1672,14848,Carnivora,Mustelidae,Galictis,vittata,NT0175,
2295,6,50,1016,14837,Carnivora,Mustelidae,Conepatus,chinga,NT0153,
2296,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0175,
2297,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0207,
2298,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0105,
2299,6,50,1672,14848,Carnivora,Mustelidae,Galictis,vittata,NT0118,
2300,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0175,
2301,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0225,
2302,6,50,2782,14865,Carnivora,Mustelidae,Mustela,felipei,NT0136,
2303,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0175,
2304,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT1004,
2305,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0159,
2306,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0225,
2307,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0214,
2308,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0118,
2309,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0121,
2310,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0121,
2311,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0207,
2312,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0153,
2313,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0232,
2314,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0136,
2315,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0159,
2316,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0175,
2317,6,50,1672,14848,Carnivora,Mustelidae,Galictis,vittata,NT0159,
2318,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT1005,
2319,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0136,
2320,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT1007,
2321,6,50,1672,14848,Carnivora,Mustelidae,Galictis,vittata,NT0145,
2322,6,50,1672,14848,Carnivora,Mustelidae,Galictis,vittata,NT0153,
2323,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0225,
2324,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0109,
2325,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0109,
2326,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0118,
2327,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT1007,
2328,6,50,1423,14846,Carnivora,Mustelidae,Eira,barbara,NT0232,
2329,6,50,1016,14837,Carnivora,Mustelidae,Conepatus,chinga,NT0105,
2330,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0145,
2331,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0221,
2332,6,50,1016,14837,Carnivora,Mustelidae,Conepatus,chinga,NT0165,
2333,6,50,2782,14865,Carnivora,Mustelidae,Mustela,felipei,NT0145,
2334,6,50,2439,14852,Carnivora,Mustelidae,Lyncodon,patagonicus,NT0165,
2335,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0153,
2336,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT1005,
2337,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0121,
2338,6,50,2782,14866,Carnivora,Mustelidae,Mustela,frenata,NT0207,
2339,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT1006,
2340,6,50,1672,14847,Carnivora,Mustelidae,Galictis,cuja,NT0105,
2341,6,50,1016,14841,Carnivora,Mustelidae,Conepatus,semistriatus,NT0207,
2342,6,50,2782,14865,Carnivora,Mustelidae,Mustela,felipei,NT0121,
2343,6,50,2383,14821,Carnivora,Mustelidae,Lontra,longicaudis,NT0136,
2344,6,54,2860,14924,Carnivora,Procyonidae,Nasuella,olivacea,NT0145,
2345,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0165,
2346,6,54,2860,14924,Carnivora,Procyonidae,Nasuella,olivacea,NT0121,
2347,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0159,
2348,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0145,
2349,6,54,3607,14919,Carnivora,Procyonidae,Potos,flavus,NT0105,
2350,6,54,2860,14924,Carnivora,Procyonidae,Nasuella,olivacea,NT0221,
2351,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0136,
2352,6,54,2859,14923,Carnivora,Procyonidae,Nasua,nasua,NT0105,
2353,6,54,2860,14924,Carnivora,Procyonidae,Nasuella,olivacea,NT1005,
2354,6,54,2859,14923,Carnivora,Procyonidae,Nasua,nasua,NT0165,
2355,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0175,
2356,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0121,
2357,6,54,3641,14925,Carnivora,Procyonidae,Procyon,cancrivorus,NT0118,
2358,6,54,2860,14924,Carnivora,Procyonidae,Nasuella,olivacea,NT0118,
2359,6,54,3607,14919,Carnivora,Procyonidae,Potos,flavus,NT0118,
2360,6,54,2859,14923,Carnivora,Procyonidae,Nasua,nasua,NT0118,
2361,6,54,3607,14919,Carnivora,Procyonidae,Potos,flavus,NT0109,
